Subject,sentence,type,Reading,Label,seg_Start,seg_End,t_ms,pF0,Avg(Subj-file),diff
27,E,2,1,1,793.202,1447.869,1450,139.335,140.76,-1.425
27,E,2,2,1,672.115,1409.786,670,250.284,140.76,109.524
27,E,2,2,1,672.115,1409.786,680,252.953,140.76,112.193
27,E,2,2,1,672.115,1409.786,690,256.087,140.76,115.327
27,E,2,2,1,672.115,1409.786,700,259.542,140.76,118.782
27,E,2,2,1,672.115,1409.786,710,261.58,140.76,120.82
27,E,2,2,1,672.115,1409.786,720,256.054,140.76,115.294
27,E,2,2,1,672.115,1409.786,730,241.186,140.76,100.426
27,E,2,2,1,672.115,1409.786,740,235.201,140.76,94.441
27,E,2,2,1,672.115,1409.786,750,234.429,140.76,93.669
27,E,2,2,1,672.115,1409.786,760,236.674,140.76,95.914
27,E,2,2,1,672.115,1409.786,770,258.396,140.76,117.636
27,E,2,2,1,672.115,1409.786,780,262.237,140.76,121.477
27,E,2,2,1,672.115,1409.786,790,261.726,140.76,120.966
27,E,2,2,1,672.115,1409.786,800,258.979,140.76,118.219
27,E,2,2,1,672.115,1409.786,810,254.971,140.76,114.211
27,E,2,2,1,672.115,1409.786,820,250.311,140.76,109.551
27,E,2,2,1,672.115,1409.786,830,245.521,140.76,104.761
27,E,2,2,1,672.115,1409.786,840,240.997,140.76,100.237
27,E,2,2,1,672.115,1409.786,850,235.993,140.76,95.233
27,E,2,2,1,672.115,1409.786,860,230.865,140.76,90.105
27,E,2,2,1,672.115,1409.786,870,213.843,140.76,73.083
27,E,2,2,1,672.115,1409.786,880,188.76,140.76,48
27,E,2,2,1,672.115,1409.786,890,178.6,140.76,37.84
27,E,2,2,1,672.115,1409.786,900,169.889,140.76,29.129
27,E,2,2,1,672.115,1409.786,910,162.98,140.76,22.22
27,E,2,2,1,672.115,1409.786,920,179.688,140.76,38.928
27,E,2,2,1,672.115,1409.786,930,196.038,140.76,55.278
27,E,2,2,1,672.115,1409.786,940,204.001,140.76,63.241
27,E,2,2,1,672.115,1409.786,950,206.357,140.76,65.597
27,E,2,2,1,672.115,1409.786,960,207.508,140.76,66.748
27,E,2,2,1,672.115,1409.786,970,207.461,140.76,66.701
27,E,2,2,1,672.115,1409.786,980,206.482,140.76,65.722
